image_id,category,concept_key,name_en,current_filename,recommended_filename,semantic_category,semantic_subcategory,semantic_concept,semantic_variant,rename_action
IMG_OBJECT_BAD,object_scene,object_bad,Bad,img__object_bad__v1.webp,object_general_bad_centered_001.webp,object,general,bad,centered,rename
IMG_OBJECT_BALL,object_scene,object_ball,Ball,img__object_ball__v1.webp,object_general_ball_centered_001.webp,object,general,ball,centered,rename
IMG_OBJECT_BED,object_scene,object_bed,Bed,img__object_bed__v1.webp,object_general_bed_centered_001.webp,object,general,bed,centered,rename
IMG_OBJECT_BEFORE,object_scene,object_before,Before,img__object_before__v1.webp,object_general_before_centered_001.webp,object,general,before,centered,rename
IMG_OBJECT_BEHIND,object_scene,object_behind,Behind,img__object_behind__v1.webp,object_general_behind_centered_001.webp,object,general,behind,centered,rename
IMG_OBJECT_BELOW,object_scene,object_below,Below,img__object_below__v1.webp,object_general_below_centered_001.webp,object,general,below,centered,rename
IMG_OBJECT_BESIDE,object_scene,object_beside,Beside,img__object_beside__v1.webp,object_general_beside_centered_001.webp,object,general,beside,centered,rename
IMG_OBJECT_BEST,object_scene,object_best,Best,img__object_best__v1.webp,object_general_best_centered_001.webp,object,general,best,centered,rename
IMG_OBJECT_BETWEEN,object_scene,object_between,Between,img__object_between__v1.webp,object_general_between_centered_001.webp,object,general,between,centered,rename
IMG_OBJECT_BIG,object_scene,object_big,Big,img__object_big__v1.webp,object_general_big_centered_001.webp,object,general,big,centered,rename
IMG_OBJECT_BIRTHDAY,object_scene,object_birthday,Birthday,img__object_birthday__v1.webp,object_general_birthday_centered_001.webp,object,general,birthday,centered,rename
IMG_OBJECT_BODY,object_scene,object_body,Body,img__object_body__v1.webp,object_general_body_centered_001.webp,object,general,body,centered,rename
IMG_OBJECT_BOOK,object_scene,object_book,Book,img__object_book__v1.webp,object_general_book_centered_001.webp,object,general,book,centered,rename
IMG_OBJECT_BOY,object_scene,object_boy,Boy,img__object_boy__v1.webp,object_general_boy_centered_001.webp,object,general,boy,centered,rename
IMG_OBJECT_BOYFRIEND,object_scene,object_boyfriend,Boyfriend,img__object_boyfriend__v1.webp,object_general_boyfriend_centered_001.webp,object,general,boyfriend,centered,rename
IMG_OBJECT_BREAD,object_scene,object_bread,Bread,img__object_bread__v1.webp,object_food_bread_centered_001.webp,object,food,bread,centered,rename
IMG_OBJECT_BREAKFAST,object_scene,object_breakfast,Breakfast,img__object_breakfast__v1.webp,object_general_breakfast_centered_001.webp,object,general,breakfast,centered,rename
IMG_OBJECT_BROKEN,object_scene,object_broken,Broken,img__object_broken__v1.webp,object_general_broken_centered_001.webp,object,general,broken,centered,rename
IMG_OBJECT_BUILDING,object_scene,object_building,Building,img__object_building__v1.webp,object_general_building_centered_001.webp,object,general,building,centered,rename
IMG_OBJECT_BUSY,object_scene,object_busy,Busy,img__object_busy__v1.webp,object_vehicle_busy_centered_001.webp,object,vehicle,busy,centered,rename
IMG_OBJECT_CAN,object_scene,object_can,Can,img__object_can__v1.webp,object_general_can_centered_001.webp,object,general,can,centered,rename
IMG_OBJECT_CAR,object_scene,object_car,Car,img__object_car__v1.webp,object_vehicle_car_centered_001.webp,object,vehicle,car,centered,rename
IMG_OBJECT_CENT,object_scene,object_cent,Cent,img__object_cent__v1.webp,object_general_cent_centered_001.webp,object,general,cent,centered,rename
IMG_OBJECT_CHARACTER,object_scene,object_character,Character,img__object_character__v1.webp,object_general_character_centered_001.webp,object,general,character,centered,rename
IMG_OBJECT_CHILD,object_scene,object_child,Child,img__object_child__v1.webp,object_person_child_centered_001.webp,object,person,child,centered,rename
IMG_OBJECT_CHINA,object_scene,object_china,China,img__object_china__v1.webp,object_general_china_centered_001.webp,object,general,china,centered,rename
IMG_OBJECT_CHINESE_CHARACTERS,object_scene,object_chinese_characters,Chinese Characters,img__object_chinese_characters__v1.webp,object_general_chinese_characters_centered_001.webp,object,general,chinese_characters,centered,rename
IMG_OBJECT_CHINESE_LANGUAGE,object_scene,object_chinese_language,Chinese Language,img__object_chinese_language__v1.webp,object_general_chinese_language_centered_001.webp,object,general,chinese_language,centered,rename
IMG_OBJECT_CLASS,object_scene,object_class,Class,img__object_class__v1.webp,object_general_class_centered_001.webp,object,general,class,centered,rename
IMG_OBJECT_CLASS_DISMISSED,object_scene,object_class_dismissed,Class Dismissed,img__object_class_dismissed__v1.webp,object_general_class_dismissed_centered_001.webp,object,general,class_dismissed,centered,rename
IMG_OBJECT_CLASSMATE,object_scene,object_classmate,Classmate,img__object_classmate__v1.webp,object_general_classmate_centered_001.webp,object,general,classmate,centered,rename
IMG_OBJECT_CLEAN,object_scene,object_clean,Clean,img__object_clean__v1.webp,object_general_clean_centered_001.webp,object,general,clean,centered,rename
IMG_OBJECT_CLEAR,object_scene,object_clear,Clear,img__object_clear__v1.webp,object_general_clear_centered_001.webp,object,general,clear,centered,rename
IMG_OBJECT_CLOSE_IT,object_scene,object_close_it,Close It,img__object_close_it__v1.webp,object_general_close_it_centered_001.webp,object,general,close_it,centered,rename
IMG_OBJECT_CLOTHES,object_scene,object_clothes,Clothes,img__object_clothes__v1.webp,object_general_clothes_centered_001.webp,object,general,clothes,centered,rename
IMG_OBJECT_COLD,object_scene,object_cold,Cold,img__object_cold__v1.webp,object_general_cold_centered_001.webp,object,general,cold,centered,rename
IMG_OBJECT_COLLEGE_OR_ACADEMY,object_scene,object_college_or_academy,College Or Academy,img__object_college_or_academy__v1.webp,object_general_college_or_academy_centered_001.webp,object,general,college_or_academy,centered,rename
IMG_OBJECT_COME_BACK,object_scene,object_come_back,Come Back,img__object_come_back__v1.webp,object_general_come_back_centered_001.webp,object,general,come_back,centered,rename
IMG_OBJECT_COME_IN,object_scene,object_come_in,Come In,img__object_come_in__v1.webp,object_general_come_in_centered_001.webp,object,general,come_in,centered,rename
IMG_OBJECT_COME_OUT,object_scene,object_come_out,Come Out,img__object_come_out__v1.webp,object_general_come_out_centered_001.webp,object,general,come_out,centered,rename
IMG_OBJECT_COMMON,object_scene,object_common,Common,img__object_common__v1.webp,object_general_common_centered_001.webp,object,general,common,centered,rename
IMG_OBJECT_COMPLETED_ACTION_MARKER,object_scene,object_completed_action_marker,Completed Action Marker,img__object_completed_action_marker__v1.webp,object_general_completed_action_marker_centered_001.webp,object,general,completed_action_marker,centered,rename
IMG_OBJECT_COMPUTER,object_scene,object_computer,Computer,img__object_computer__v1.webp,object_electronics_computer_centered_001.webp,object,electronics,computer,centered,rename
IMG_OBJECT_COOKED_RICE,object_scene,object_cooked_rice,Cooked Rice,img__object_cooked_rice__v1.webp,object_general_cooked_rice_centered_001.webp,object,general,cooked_rice,centered,rename
IMG_OBJECT_CORRECT,object_scene,object_correct,Correct,img__object_correct__v1.webp,object_general_correct_centered_001.webp,object,general,correct,centered,rename
IMG_OBJECT_CUP,object_scene,object_cup,Cup,img__object_cup__v1.webp,object_general_cup_centered_001.webp,object,general,cup,centered,rename
IMG_OBJECT_DAD,object_scene,object_dad,Dad,img__object_dad__v1.webp,object_person_dad_centered_001.webp,object,person,dad,centered,rename
IMG_OBJECT_DATE,object_scene,object_date,Date,img__object_date__v1.webp,object_general_date_centered_001.webp,object,general,date,centered,rename
IMG_OBJECT_DAUGHTER,object_scene,object_daughter,Daughter,img__object_daughter__v1.webp,object_general_daughter_centered_001.webp,object,general,daughter,centered,rename
IMG_OBJECT_DAY_DATE,object_scene,object_day_date,Day; Date,img__object_day_date__v1.webp,object_general_day_date_centered_001.webp,object,general,day_date,centered,rename
IMG_OBJECT_DAY_OF_MONTH,object_scene,object_day_of_month,Day Of Month,img__object_day_of_month__v1.webp,object_general_day_of_month_centered_001.webp,object,general,day_of_month,centered,rename
IMG_OBJECT_DAYTIME,object_scene,object_daytime,Daytime,img__object_daytime__v1.webp,object_general_daytime_centered_001.webp,object,general,daytime,centered,rename
IMG_OBJECT_DELICIOUS,object_scene,object_delicious,Delicious,img__object_delicious__v1.webp,object_general_delicious_centered_001.webp,object,general,delicious,centered,rename
IMG_OBJECT_DESK,object_scene,object_desk,Desk,img__object_desk__v1.webp,object_general_desk_centered_001.webp,object,general,desk,centered,rename
IMG_OBJECT_DICTATION,object_scene,object_dictation,Dictation,img__object_dictation__v1.webp,object_general_dictation_centered_001.webp,object,general,dictation,centered,rename
IMG_OBJECT_DIFFERENCE,object_scene,object_difference,Difference,img__object_difference__v1.webp,object_general_difference_centered_001.webp,object,general,difference,centered,rename
IMG_OBJECT_DIFFICULT,object_scene,object_difficult,Difficult,img__object_difficult__v1.webp,object_general_difficult_centered_001.webp,object,general,difficult,centered,rename
IMG_OBJECT_DINNER,object_scene,object_dinner,Dinner,img__object_dinner__v1.webp,object_general_dinner_centered_001.webp,object,general,dinner,centered,rename
IMG_OBJECT_DISH_OR_VEGETABLE,object_scene,object_dish_or_vegetable,Dish Or Vegetable,img__object_dish_or_vegetable__v1.webp,object_general_dish_or_vegetable_centered_001.webp,object,general,dish_or_vegetable,centered,rename
IMG_OBJECT_DO_NOT,object_scene,object_do_not,Do Not,img__object_do_not__v1.webp,object_general_do_not_centered_001.webp,object,general,do_not,centered,rename
IMG_OBJECT_DOCTOR,object_scene,object_doctor,Doctor,img__object_doctor__v1.webp,object_person_doctor_centered_001.webp,object,person,doctor,centered,rename
IMG_OBJECT_DOOR,object_scene,object_door,Door,img__object_door__v1.webp,object_general_door_centered_001.webp,object,general,door,centered,rename
IMG_OBJECT_DOORWAY,object_scene,object_doorway,Doorway,img__object_doorway__v1.webp,object_general_doorway_centered_001.webp,object,general,doorway,centered,rename
IMG_OBJECT_DOWN,object_scene,object_down,Down,img__object_down__v1.webp,object_general_down_centered_001.webp,object,general,down,centered,rename
IMG_OBJECT_DOWNSTAIRS,object_scene,object_downstairs,Downstairs,img__object_downstairs__v1.webp,object_general_downstairs_centered_001.webp,object,general,downstairs,centered,rename
IMG_OBJECT_EARLY,object_scene,object_early,Early,img__object_early__v1.webp,object_general_early_centered_001.webp,object,general,early,centered,rename
IMG_OBJECT_EARNEST,object_scene,object_earnest,Earnest,img__object_earnest__v1.webp,object_general_earnest_centered_001.webp,object,general,earnest,centered,rename
IMG_OBJECT_EAST,object_scene,object_east,East,img__object_east__v1.webp,object_general_east_centered_001.webp,object,general,east,centered,rename
IMG_OBJECT_EAST_SIDE,object_scene,object_east_side,East Side,img__object_east_side__v1.webp,object_general_east_side_centered_001.webp,object,general,east_side,centered,rename
IMG_OBJECT_EGG,object_scene,object_egg,Egg,img__object_egg__v1.webp,object_food_egg_centered_001.webp,object,food,egg,centered,rename
IMG_OBJECT_ELDERLY_PERSON,object_scene,object_elderly_person,Elderly Person,img__object_elderly_person__v1.webp,object_general_elderly_person_centered_001.webp,object,general,elderly_person,centered,rename
IMG_OBJECT_EVENING,object_scene,object_evening,Evening,img__object_evening__v1.webp,object_time_evening_centered_001.webp,object,time,evening,centered,rename
IMG_OBJECT_EXAM,object_scene,object_exam,Exam,img__object_exam__v1.webp,object_general_exam_centered_001.webp,object,general,exam,centered,rename
IMG_OBJECT_EXCESSIVELY,object_scene,object_excessively,Excessively,img__object_excessively__v1.webp,object_general_excessively_centered_001.webp,object,general,excessively,centered,rename
IMG_OBJECT_EXPENSIVE,object_scene,object_expensive,Expensive,img__object_expensive__v1.webp,object_general_expensive_centered_001.webp,object,general,expensive,centered,rename
IMG_OBJECT_FAMILY,object_scene,object_family,Family,img__object_family__v1.webp,object_general_family_centered_001.webp,object,general,family,centered,rename
IMG_OBJECT_FAMILY_MEMBERS,object_scene,object_family_members,Family Members,img__object_family_members__v1.webp,object_general_family_members_centered_001.webp,object,general,family_members,centered,rename
IMG_OBJECT_FAMOUS,object_scene,object_famous,Famous,img__object_famous__v1.webp,object_general_famous_centered_001.webp,object,general,famous,centered,rename
IMG_OBJECT_FAR,object_scene,object_far,Far,img__object_far__v1.webp,object_general_far_centered_001.webp,object,general,far,centered,rename
IMG_OBJECT_FAST,object_scene,object_fast,Fast,img__object_fast__v1.webp,object_general_fast_centered_001.webp,object,general,fast,centered,rename
IMG_OBJECT_FEMALE,object_scene,object_female,Female,img__object_female__v1.webp,object_general_female_centered_001.webp,object,general,female,centered,rename
IMG_OBJECT_FEMALE_STUDENT,object_scene,object_female_student,Female Student,img__object_female_student__v1.webp,object_general_female_student_centered_001.webp,object,general,female_student,centered,rename
IMG_OBJECT_FEW_OR_LITTLE,object_scene,object_few_or_little,Few Or Little,img__object_few_or_little__v1.webp,object_general_few_or_little_centered_001.webp,object,general,few_or_little,centered,rename
IMG_OBJECT_FINALLY,object_scene,object_finally,Finally,img__object_finally__v1.webp,object_general_finally_centered_001.webp,object,general,finally,centered,rename
IMG_OBJECT_FIRST,object_scene,object_first,First,img__object_first__v1.webp,object_general_first_centered_001.webp,object,general,first,centered,rename
IMG_OBJECT_FLOOR,object_scene,object_floor,Floor,img__object_floor__v1.webp,object_general_floor_centered_001.webp,object,general,floor,centered,rename
IMG_OBJECT_FLOWER,object_scene,object_flower,Flower,img__object_flower__v1.webp,object_general_flower_centered_001.webp,object,general,flower,centered,rename
IMG_OBJECT_FOREIGN_LANGUAGE,object_scene,object_foreign_language,Foreign Language,img__object_foreign_language__v1.webp,object_general_foreign_language_centered_001.webp,object,general,foreign_language,centered,rename
IMG_OBJECT_FRIEND,object_scene,object_friend,Friend,img__object_friend__v1.webp,object_person_friend_centered_001.webp,object,person,friend,centered,rename
IMG_OBJECT_FROM,object_scene,object_from,From,img__object_from__v1.webp,object_general_from_centered_001.webp,object,general,from,centered,rename
IMG_OBJECT_FRONT,object_scene,object_front,Front,img__object_front__v1.webp,object_general_front_centered_001.webp,object,general,front,centered,rename
IMG_OBJECT_FRUIT,object_scene,object_fruit,Fruit,img__object_fruit__v1.webp,object_general_fruit_centered_001.webp,object,general,fruit,centered,rename
IMG_OBJECT_FUN,object_scene,object_fun,Fun,img__object_fun__v1.webp,object_general_fun_centered_001.webp,object,general,fun,centered,rename
IMG_OBJECT_GET_OFF_THE_VEHICLE,object_scene,object_get_off_the_vehicle,Get Off The Vehicle,img__object_get_off_the_vehicle__v1.webp,object_general_get_off_the_vehicle_centered_001.webp,object,general,get_off_the_vehicle,centered,rename
IMG_OBJECT_GET_ON_THE_BUS,object_scene,object_get_on_the_bus,Get On The Bus,img__object_get_on_the_bus__v1.webp,object_vehicle_get_on_the_bus_centered_001.webp,object,vehicle,get_on_the_bus,centered,rename
IMG_OBJECT_GET_UP_FROM_BED,object_scene,object_get_up_from_bed,Get Up From Bed,img__object_get_up_from_bed__v1.webp,object_general_get_up_from_bed_centered_001.webp,object,general,get_up_from_bed,centered,rename
IMG_OBJECT_GIRL,object_scene,object_girl,Girl,img__object_girl__v1.webp,object_general_girl_centered_001.webp,object,general,girl,centered,rename
IMG_OBJECT_GIRLFRIEND,object_scene,object_girlfriend,Girlfriend,img__object_girlfriend__v1.webp,object_general_girlfriend_centered_001.webp,object,general,girlfriend,centered,rename
IMG_OBJECT_GLAD,object_scene,object_glad,Glad,img__object_glad__v1.webp,object_general_glad_centered_001.webp,object,general,glad,centered,rename
IMG_OBJECT_GLASS,object_scene,object_glass,Glass,img__object_glass__v1.webp,object_general_glass_centered_001.webp,object,general,glass,centered,rename
IMG_OBJECT_GO_BACK,object_scene,object_go_back,Go Back,img__object_go_back__v1.webp,object_general_go_back_centered_001.webp,object,general,go_back,centered,rename
IMG_OBJECT_GO_ONLINE,object_scene,object_go_online,Go Online,img__object_go_online__v1.webp,object_general_go_online_centered_001.webp,object,general,go_online,centered,rename
IMG_OBJECT_GO_OUT,object_scene,object_go_out,Go Out,img__object_go_out__v1.webp,object_general_go_out_centered_001.webp,object,general,go_out,centered,rename
IMG_OBJECT_GOING_TO_WORK,object_scene,object_going_to_work,Going To Work,img__object_going_to_work__v1.webp,object_general_going_to_work_centered_001.webp,object,general,going_to_work,centered,rename
IMG_OBJECT_GOOD,object_scene,object_good,Good,img__object_good__v1.webp,object_general_good_centered_001.webp,object,general,good,centered,rename
IMG_OBJECT_GOOD_LOOKING,object_scene,object_good_looking,Good-Looking,img__object_good_looking__v1.webp,object_general_good_looking_centered_001.webp,object,general,good_looking,centered,rename
IMG_OBJECT_GOODBYE,object_scene,object_goodbye,Goodbye,img__object_goodbye__v1.webp,object_general_goodbye_centered_001.webp,object,general,goodbye,centered,rename
IMG_OBJECT_GRANDFATHER,object_scene,object_grandfather,Grandfather,img__object_grandfather__v1.webp,object_general_grandfather_centered_001.webp,object,general,grandfather,centered,rename
IMG_OBJECT_HAIR_OR_FUR,object_scene,object_hair_or_fur,Hair Or Fur,img__object_hair_or_fur__v1.webp,object_general_hair_or_fur_centered_001.webp,object,general,hair_or_fur,centered,rename
IMG_OBJECT_HALF_A_DAY,object_scene,object_half_a_day,Half A Day,img__object_half_a_day__v1.webp,object_general_half_a_day_centered_001.webp,object,general,half_a_day,centered,rename
IMG_OBJECT_HALF_A_YEAR,object_scene,object_half_a_year,Half A Year,img__object_half_a_year__v1.webp,object_general_half_a_year_centered_001.webp,object,general,half_a_year,centered,rename
IMG_OBJECT_HAND,object_scene,object_hand,Hand,img__object_hand__v1.webp,object_general_hand_centered_001.webp,object,general,hand,centered,rename
IMG_OBJECT_HAVING_A_MEAL,object_scene,object_having_a_meal,Having A Meal,img__object_having_a_meal__v1.webp,object_general_having_a_meal_centered_001.webp,object,general,having_a_meal,centered,rename
IMG_OBJECT_HE,object_scene,object_he,He,img__object_he__v1.webp,object_general_he_centered_001.webp,object,general,he,centered,rename
IMG_OBJECT_HEAVY,object_scene,object_heavy,Heavy,img__object_heavy__v1.webp,object_general_heavy_centered_001.webp,object,general,heavy,centered,rename
IMG_OBJECT_HER,object_scene,object_her,Her,img__object_her__v1.webp,object_general_her_centered_001.webp,object,general,her,centered,rename
IMG_OBJECT_HERE,object_scene,object_here,Here,img__object_here__v1.webp,object_general_here_centered_001.webp,object,general,here,centered,rename
IMG_OBJECT_HIM,object_scene,object_him,Him,img__object_him__v1.webp,object_general_him_centered_001.webp,object,general,him,centered,rename
IMG_OBJECT_HOBBY,object_scene,object_hobby,Hobby,img__object_hobby__v1.webp,object_general_hobby_centered_001.webp,object,general,hobby,centered,rename
IMG_OBJECT_HOLD_A_MEETING,object_scene,object_hold_a_meeting,Hold A Meeting,img__object_hold_a_meeting__v1.webp,object_general_hold_a_meeting_centered_001.webp,object,general,hold_a_meeting,centered,rename
IMG_OBJECT_HOT,object_scene,object_hot,Hot,img__object_hot__v1.webp,object_general_hot_centered_001.webp,object,general,hot,centered,rename
IMG_OBJECT_HOUR,object_scene,object_hour,Hour,img__object_hour__v1.webp,object_general_hour_centered_001.webp,object,general,hour,centered,rename
IMG_OBJECT_HOW,object_scene,object_how,How,img__object_how__v1.webp,object_general_how_centered_001.webp,object,general,how,centered,rename
IMG_OBJECT_HUNGRY,object_scene,object_hungry,Hungry,img__object_hungry__v1.webp,object_general_hungry_centered_001.webp,object,general,hungry,centered,rename
IMG_OBJECT_HUSBAND,object_scene,object_husband,Husband,img__object_husband__v1.webp,object_general_husband_centered_001.webp,object,general,husband,centered,rename
IMG_OBJECT_I,object_scene,object_i,I,img__object_i__v1.webp,object_general_i_centered_001.webp,object,general,i,centered,rename
IMG_OBJECT_I_M_SORRY,object_scene,object_i_m_sorry,I'M Sorry,img__object_i_m_sorry__v1.webp,object_general_i_m_sorry_centered_001.webp,object,general,i_m_sorry,centered,rename
IMG_OBJECT_ILLNESS,object_scene,object_illness,Illness,img__object_illness__v1.webp,object_general_illness_centered_001.webp,object,general,illness,centered,rename
IMG_OBJECT_IMMEDIATELY,object_scene,object_immediately,Immediately,img__object_immediately__v1.webp,object_general_immediately_centered_001.webp,object,general,immediately,centered,rename
IMG_OBJECT_IMPORTANT,object_scene,object_important,Important,img__object_important__v1.webp,object_general_important_centered_001.webp,object,general,important,centered,rename
IMG_OBJECT_IN,object_scene,object_in,In,img__object_in__v1.webp,object_general_in_centered_001.webp,object,general,in,centered,rename
IMG_OBJECT_IN_FRONT,object_scene,object_in_front,In Front,img__object_in_front__v1.webp,object_general_in_front_centered_001.webp,object,general,in_front,centered,rename
IMG_OBJECT_IN_THE_PROCESS_OF,object_scene,object_in_the_process_of,In The Process Of,img__object_in_the_process_of__v1.webp,object_general_in_the_process_of_centered_001.webp,object,general,in_the_process_of,centered,rename
IMG_OBJECT_INDICATES_ONGOING_ACTION,object_scene,object_indicates_ongoing_action,Indicates Ongoing Action,img__object_indicates_ongoing_action__v1.webp,object_general_indicates_ongoing_action_centered_001.webp,object,general,indicates_ongoing_action,centered,rename
IMG_OBJECT_INSIDE,object_scene,object_inside,Inside,img__object_inside__v1.webp,object_general_inside_centered_001.webp,object,general,inside,centered,rename
IMG_OBJECT_INTERSECTION,object_scene,object_intersection,Intersection,img__object_intersection__v1.webp,object_general_intersection_centered_001.webp,object,general,intersection,centered,rename
IMG_OBJECT_INTRODUCTION,object_scene,object_introduction,Introduction,img__object_introduction__v1.webp,object_general_introduction_centered_001.webp,object,general,introduction,centered,rename
IMG_OBJECT_INVITE,object_scene,object_invite,Invite,img__object_invite__v1.webp,object_general_invite_centered_001.webp,object,general,invite,centered,rename
IMG_OBJECT_IS_IT_OR_NOT,object_scene,object_is_it_or_not,Is It Or Not,img__object_is_it_or_not__v1.webp,object_general_is_it_or_not_centered_001.webp,object,general,is_it_or_not,centered,rename
IMG_OBJECT_IT_S_NOTHING,object_scene,object_it_s_nothing,It'S Nothing,img__object_it_s_nothing__v1.webp,object_general_it_s_nothing_centered_001.webp,object,general,it_s_nothing,centered,rename
IMG_OBJECT_IT_S_OKAY,object_scene,object_it_s_okay,It'S Okay,img__object_it_s_okay__v1.webp,object_general_it_s_okay_centered_001.webp,object,general,it_s_okay,centered,rename
IMG_OBJECT_JOB,object_scene,object_job,Job,img__object_job__v1.webp,object_general_job_centered_001.webp,object,general,job,centered,rename
IMG_OBJECT_JUST,object_scene,object_just,Just,img__object_just__v1.webp,object_general_just_centered_001.webp,object,general,just,centered,rename
IMG_OBJECT_KNOWLEDGE,object_scene,object_knowledge,Knowledge,img__object_knowledge__v1.webp,object_general_knowledge_centered_001.webp,object,general,knowledge,centered,rename
IMG_OBJECT_LACK,object_scene,object_lack,Lack,img__object_lack__v1.webp,object_general_lack_centered_001.webp,object,general,lack,centered,rename
IMG_OBJECT_LAST,object_scene,object_last,Last,img__object_last__v1.webp,object_general_last_centered_001.webp,object,general,last,centered,rename
IMG_OBJECT_LAST_TIME,object_scene,object_last_time,Last Time,img__object_last_time__v1.webp,object_general_last_time_centered_001.webp,object,general,last_time,centered,rename
IMG_OBJECT_LAST_YEAR,object_scene,object_last_year,Last Year,img__object_last_year__v1.webp,object_general_last_year_centered_001.webp,object,general,last_year,centered,rename
IMG_OBJECT_LEFT,object_scene,object_left,Left,img__object_left__v1.webp,object_general_left_centered_001.webp,object,general,left,centered,rename
IMG_OBJECT_LEFT_SIDE,object_scene,object_left_side,Left Side,img__object_left_side__v1.webp,object_general_left_side_centered_001.webp,object,general,left_side,centered,rename
IMG_OBJECT_LIBRARY,object_scene,object_library,Library,img__object_library__v1.webp,object_general_library_centered_001.webp,object,general,library,centered,rename
IMG_OBJECT_LITTLE,object_scene,object_little,Little,img__object_little__v1.webp,object_general_little_centered_001.webp,object,general,little,centered,rename
IMG_OBJECT_LITTLE_FRIEND,object_scene,object_little_friend,Little Friend,img__object_little_friend__v1.webp,object_general_little_friend_centered_001.webp,object,general,little_friend,centered,rename
IMG_OBJECT_LOCATION,object_scene,object_location,Location,img__object_location__v1.webp,object_general_location_centered_001.webp,object,general,location,centered,rename
IMG_OBJECT_LUNCH,object_scene,object_lunch,Lunch,img__object_lunch__v1.webp,object_general_lunch_centered_001.webp,object,general,lunch,centered,rename
IMG_OBJECT_MALE,object_scene,object_male,Male,img__object_male__v1.webp,object_general_male_centered_001.webp,object,general,male,centered,rename
IMG_OBJECT_MAN,object_scene,object_man,Man,img__object_man__v1.webp,object_general_man_centered_001.webp,object,general,man,centered,rename
IMG_OBJECT_MANY,object_scene,object_many,Many,img__object_many__v1.webp,object_general_many_centered_001.webp,object,general,many,centered,rename
IMG_OBJECT_MAP,object_scene,object_map,Map,img__object_map__v1.webp,object_general_map_centered_001.webp,object,general,map,centered,rename
IMG_OBJECT_MATTER_OR_AFFAIR,object_scene,object_matter_or_affair,Matter Or Affair,img__object_matter_or_affair__v1.webp,object_general_matter_or_affair_centered_001.webp,object,general,matter_or_affair,centered,rename
IMG_OBJECT_MAY_I_ASK,object_scene,object_may_i_ask,May I Ask,img__object_may_i_ask__v1.webp,object_general_may_i_ask_centered_001.webp,object,general,may_i_ask,centered,rename
IMG_OBJECT_ME,object_scene,object_me,Me,img__object_me__v1.webp,object_general_me_centered_001.webp,object,general,me,centered,rename
IMG_OBJECT_MEAL,object_scene,object_meal,Meal,img__object_meal__v1.webp,object_general_meal_centered_001.webp,object,general,meal,centered,rename
IMG_OBJECT_MEAT,object_scene,object_meat,Meat,img__object_meat__v1.webp,object_general_meat_centered_001.webp,object,general,meat,centered,rename
IMG_OBJECT_MEET_EACH_OTHER,object_scene,object_meet_each_other,Meet Each Other,img__object_meet_each_other__v1.webp,object_general_meet_each_other_centered_001.webp,object,general,meet_each_other,centered,rename
IMG_OBJECT_MIDDLE,object_scene,object_middle,Middle,img__object_middle__v1.webp,object_general_middle_centered_001.webp,object,general,middle,centered,rename
IMG_OBJECT_MILK,object_scene,object_milk,Milk,img__object_milk__v1.webp,object_general_milk_centered_001.webp,object,general,milk,centered,rename
IMG_OBJECT_MINUTE,object_scene,object_minute,Minute,img__object_minute__v1.webp,object_general_minute_centered_001.webp,object,general,minute,centered,rename
IMG_OBJECT_MISS,object_scene,object_miss,Miss,img__object_miss__v1.webp,object_general_miss_centered_001.webp,object,general,miss,centered,rename
IMG_OBJECT_MOBILE_PHONE,object_scene,object_mobile_phone,Mobile Phone,img__object_mobile_phone__v1.webp,object_electronics_mobile_phone_centered_001.webp,object,electronics,mobile_phone,centered,rename
IMG_OBJECT_MOMENT,object_scene,object_moment,Moment,img__object_moment__v1.webp,object_general_moment_centered_001.webp,object,general,moment,centered,rename
IMG_OBJECT_MONEY,object_scene,object_money,Money,img__object_money__v1.webp,object_general_money_centered_001.webp,object,general,money,centered,rename
IMG_OBJECT_MONTH,object_scene,object_month,Month,img__object_month__v1.webp,object_time_month_centered_001.webp,object,time,month,centered,rename
IMG_OBJECT_MOON,object_scene,object_moon,Moon,img__object_moon__v1.webp,object_general_moon_centered_001.webp,object,general,moon,centered,rename
IMG_OBJECT_MORNING,object_scene,object_morning,Morning,img__object_morning__v1.webp,object_time_morning_centered_001.webp,object,time,morning,centered,rename
IMG_OBJECT_MOST,object_scene,object_most,Most,img__object_most__v1.webp,object_general_most_centered_001.webp,object,general,most,centered,rename
IMG_OBJECT_MOTHER,object_scene,object_mother,Mother,img__object_mother__v1.webp,object_person_mother_centered_001.webp,object,person,mother,centered,rename
IMG_OBJECT_MOUNTAIN,object_scene,object_mountain,Mountain,img__object_mountain__v1.webp,object_general_mountain_centered_001.webp,object,general,mountain,centered,rename
IMG_OBJECT_MOUTH,object_scene,object_mouth,Mouth,img__object_mouth__v1.webp,object_general_mouth_centered_001.webp,object,general,mouth,centered,rename
IMG_OBJECT_MOVIE,object_scene,object_movie,Movie,img__object_movie__v1.webp,object_general_movie_centered_001.webp,object,general,movie,centered,rename
IMG_OBJECT_MOVIE_THEATER,object_scene,object_movie_theater,Movie Theater,img__object_movie_theater__v1.webp,object_general_movie_theater_centered_001.webp,object,general,movie_theater,centered,rename
IMG_OBJECT_MR,object_scene,object_mr,Mr,img__object_mr__v1.webp,object_general_mr_centered_001.webp,object,general,mr,centered,rename
IMG_OBJECT_MUCH,object_scene,object_much,Much,img__object_much__v1.webp,object_general_much_centered_001.webp,object,general,much,centered,rename
